Frame,Wheelset,Frame_Flat_Time,Frame_Climb_Time,Frame_Aero_St,Frame_Weight_St,Frame_Price,Frame_Type,Frame_Level,Wheel_Flat_Time,Wheel_Climb_Time,Wheel_Aero_St,Wheel_Weight_St,Wheel_Price,Wheel_Level,Flat_Time,Climb_Time
Trek Madone,Roval Rapide,3079,2952,3,3,887500,Standard,20,3055,2963,3,3,195300,14,3048.2615470513438,2948.0958474399463
Canyon Speedmax,Roval Rapide,2998,3012.5,4,1,710000,TT,21,3055,2963,3,3,195300,14,2957.8387075451965,3008.595847439926
BMC Road,Roval Rapide,3094.5,2964,2,3,780900,Standard,21,3055,2963,3,3,195300,14,3066.0701890266464,2960.0958474399513
Giant Propel,Roval Rapide,3081.5,2954.5,3,3,816500,Standard,22,3055,2963,3,3,195300,14,3051.425127298256,2950.5958474399476
Liv Langma Disc,Roval Rapide,3089.5,2945,3,3,745500,Standard,22,3055,2963,3,3,195300,14,3060.360312483439,2941.0958474399495
Canyon Aero,Roval Rapide,3081.5,2960,3,3,532500,Standard,23,3055,2963,3,3,195300,14,3051.7985840883784,2956.0958474399486
BMC Time Machine,Roval Rapide,2998,3012,4,1,781000,TT,24,3055,2963,3,3,195300,14,2957.8047569279124,3008.095847439926
Cervelo R5,Roval Rapide,3093.5,2941.5,2,4,461500,Standard,24,3055,2963,3,3,195300,14,3062.8942631007267,2937.5958474399463
Pin Dogma 65.1,Roval Rapide,3091.5,2972,4,1,923000,TT,25,3055,2963,3,3,195300,14,3067.0578433476244,2968.0958474399604
Cervelo S5,Roval Rapide,3079,2950,3,3,603500,Standard,25,3055,2963,3,3,195300,14,3048.1257445822084,2946.095847439946
Canyon Speedmax CF SLX,Roval Rapide,2981,3009,4,1,891000,TT,26,3055,2963,3,3,195300,14,2937.24302853286,3005.0958474399176
BMC TeamMach,Roval Rapide,3089.5,2942.5,3,3,832900,Standard,26,3055,2963,3,3,195300,14,3060.1905593970196,2938.595847439949
Trek Emonda SL,Roval Rapide,3094,2943,2,3,142000,Standard,26,3055,2963,3,3,195300,14,3064.0454976686265,2939.0958474399476
Cann SystemSix,Roval Rapide,3080,2964.5,3,3,497000,Standard,27,3055,2963,3,3,195300,14,3050.3078433476376,2960.595847439949
Cervelo S5 2020,Roval Rapide,3077,2949,3,3,852000,Standard,27,3055,2963,3,3,195300,14,3045.6627816192467,2945.095847439945
Cube Aerium,Roval Rapide,2998.5,3010.5,4,1,248500,TT,28,3055,2963,3,3,195300,14,2958.3016705081595,3006.5958474399254
Parlee RZ7,Roval Rapide,3086,2961,3,3,511200,Standard,28,3055,2963,3,3,195300,14,3057.2553742118325,2957.0958474399513
Pin Dogma F10,Roval Rapide,3086,2952.5,3,2,603500,Standard,29,3055,2963,3,3,195300,14,3057.128831001957,2948.59584743995
Pinarello Bolide,Roval Rapide,2999,3020,3,3,958500,Standard,29,3055,2963,3,3,195300,14,2957.076361866187,3016.0958474399226
Spec Amira,Roval Rapide,3093.5,2946,2,3,142000,Standard,31,3055,2963,3,3,195300,14,3063.650435940231,2942.0958474399476
Spec Amira S-Works,Roval Rapide,3093.5,2940,2,4,355000,Standard,31,3055,2963,3,3,195300,14,3062.792411248875,2936.095847439946
Zwift Aero,Roval Rapide,3085,2968,4,1,482800,TT,31,3055,2963,3,3,195300,14,3059.002287792073,2964.0958474399567
Cube Lite,Roval Rapide,3094,2942,2,3,177500,Standard,32,3055,2963,3,3,195300,14,3063.977596434059,2938.0958474399476
Cube Lite C:68X,Roval Rapide,3093,2936,2,4,373500,Standard,32,3055,2963,3,3,195300,14,3061.9220408785054,2932.0958474399454
Pin Dogma F12,Roval Rapide,3083,2949,3,4,1029500,Standard,32,3055,2963,3,3,195300,14,3052.3973495204787,2945.095847439947
Trek Speed Concept SLR 9,Roval Rapide,2985.5,3042,4,1,958500,TT,32,3055,2963,3,3,195300,14,2944.872658162481,3038.0958474399254
Scott Plasma RC Ultimate,Roval Rapide,2983,3001,4,1,1136000,TT,33,3055,2963,3,3,195300,14,2939.0948803847127,2997.095847439917
Scott Addict RC,Roval Rapide,3082.5,2935,3,4,852000,Standard,33,3055,2963,3,3,195300,14,3050.8479668044324,2931.095847439944
Spec Venge S-Works,Roval Rapide,3077,2946,3,3,798800,Standard,33,3055,2963,3,3,195300,14,3045.4590779155437,2942.0958474399445
Felt IA 2.0,Roval Rapide,2983,3001,4,1,1136000,TT,34,3055,2963,3,3,195300,14,2939.0948803847127,2997.095847439917
Felt AR,Roval Rapide,3077,2946,3,3,639000,Standard,34,3055,2963,3,3,195300,14,3045.4590779155437,2942.0958474399445
Spec Aethos,Roval Rapide,3093,2930,2,4,923000,Standard,34,3055,2963,3,3,195300,14,3061.514633471099,2926.095847439944
Diamondback Andean,Roval Rapide,2998,3007.5,4,1,572900,TT,35,3055,2963,3,3,195300,14,2957.499201372358,3003.595847439925
Cann SuperSix EVO,Roval Rapide,3090,2940,3,4,816500,Standard,36,3055,2963,3,3,195300,14,3060.1689544587484,2936.0958474399486
Felt IA,Roval Rapide,2984,3009.5,4,1,1065000,TT,37,3055,2963,3,3,195300,14,2940.8695717427354,3005.595847439919
Pin Dogma F8,Roval Rapide,3091,2955,3,3,710000,Standard,39,3055,2963,3,3,195300,14,3062.835621125411,2951.095847439952
Zwift Buffalo,Roval Rapide,3106,3065.5,1,1,9500,Standard,40,3055,2963,3,3,195300,14,3086.067102606871,3061.595847439972
CADEX Tri,Roval Rapide,2976.5,3006.5,4,1,1029500,TT,42,3055,2963,3,3,195300,14,2931.6843865575547,3002.595847439915
Zwift Safety,Roval Rapide,3097,3006.5,2,2,3550000,Standard,44,3055,2963,3,3,195300,14,3072.4004359402165,3002.5958474399613
Cervelo PX-Series,Roval Rapide,2984.5,3010,4,1,1065000,TT,45,3055,2963,3,3,195300,14,2941.5022877921174,3006.095847439919
Zwift TT,Roval Rapide,3016,3027,4,1,0,TT,0,3055,2963,3,3,195300,14,2980.378831001974,3023.0958474399363
Pinarello Bolide TT,Zipp 404,2999,3021,3,3,0,Standard,0,3052,2964,3,2,149200,15,2953.8378288694503,3019.4125745625743
Spec Tarmac,Zipp 404,3093.5,2941,2,4,0,Standard,0,3052,2964,3,2,149200,15,3059.553878252138,2939.4125745625975
Trek Emonda,Zipp 404,3093.5,2938,2,4,0,Standard,0,3052,2964,3,2,149200,15,3059.350174548435,2936.4125745625965
Zwift Carbon,Zipp 404,3096,2987,2,3,0,Standard,0,3052,2964,3,2,149200,15,3066.121779486695,2985.4125745626075
Cann CAAD12,Zipp 404,3095,2970.5,2,2,184500,Standard,2,3052,2964,3,2,149200,15,3064.2544955360804,2968.9125745626043
Rid Helium,Zipp 404,3094,2958,2,3,461500,Standard,3,3052,2964,3,2,149200,15,3061.7575819558374,2956.412574562601
Spec Allez,Zipp 404,3094.5,2973.5,2,2,127800,Standard,4,3052,2964,3,2,149200,15,3063.8594338076855,2971.9125745626047
Spec Roub,Zipp 404,3094,2955,2,3,461500,Standard,5,3052,2964,3,2,149200,15,3061.5538782521344,2953.4125745626006
Spec Roub S-Works,Zipp 404,3093,2946.5,2,3,745500,Standard,5,3052,2964,3,2,149200,15,3059.7791868941117,2944.912574562599
Spec Ruby,Zipp 404,3094,2955,2,3,461500,Standard,5,3052,2964,3,2,149200,15,3061.5538782521344,2953.4125745626006
Spec Ruby S-Works,Zipp 404,3093.5,2946.5,2,3,745500,Standard,5,3052,2964,3,2,149200,15,3060.3779523262106,2944.912574562599
Spec Tarmac SL7,Zipp 404,3090,2958,3,3,674500,Standard,5,3052,2964,3,2,149200,15,3058.535359733613,2956.4125745626034
Chapter2 Tere,Zipp 404,3093.5,2941.5,2,4,390500,Standard,6,3052,2964,3,2,149200,15,3059.587828869422,2939.9125745625975
Ribble End,Zipp 404,3087,2966,3,3,390500,Standard,7,3052,2964,3,2,149200,15,3055.485977017563,2964.412574562604
Zwift Steel,Zipp 404,3099.5,2995.5,1,2,142000,Standard,7,3052,2964,3,2,149200,15,3069.773014054596,2993.912574562607
Factor One,Zipp 404,3084.5,2966,3,3,426000,Standard,8,3052,2964,3,2,149200,15,3052.4921498570707,2964.4125745626025
Focus Izalco,Zipp 404,3082.5,2950,3,3,426000,Standard,8,3052,2964,3,2,149200,15,3049.0106683755935,2948.4125745625984
Giant TCR Disc,Zipp 404,3091,2959,2,3,305300,Standard,8,3052,2964,3,2,149200,15,3058.232890597814,2957.4125745626
Cann EVO,Zipp 404,3093,2934.5,2,4,213000,Standard,9,3052,2964,3,2,149200,15,3058.513754795349,2932.912574562596
Rid Noah Fast,Zipp 404,3083.5,2964.5,3,3,426000,Standard,9,3052,2964,3,2,149200,15,3051.192767141022,2962.9125745626015
Canyon Aero 2021,Zipp 404,3079,2941,3,3,568000,Standard,10,3052,2964,3,2,149200,15,3044.2081992397943,2939.4125745625956
Canyon Ult,Zipp 404,3093,2940,2,4,461500,Standard,10,3052,2964,3,2,149200,15,3058.8872115854715,2938.412574562597
Specialized Shiv,Zipp 404,2998,3011,4,1,710000,TT,10,3052,2964,3,2,149200,15,2954.43042146204,3009.4125745625765
Specialized Shiv S-Works,Zipp 404,2998,3002,4,1,852000,TT,10,3052,2964,3,2,149200,15,2953.819310350931,3000.4125745625747
Spec Tarmac Pro,Zipp 404,3093,2936,2,4,408300,Standard,11,3052,2964,3,2,149200,15,3058.615606647201,2934.4125745625965
Cann Synapse,Zipp 404,3093.5,2951,2,3,298200,Standard,12,3052,2964,3,2,149200,15,3060.6835078817653,2949.4125745625997
Van Rysel EDR,Zipp 404,3094.5,2960,2,3,326600,Standard,12,3052,2964,3,2,149200,15,3062.492149857071,2958.4125745626015
Cervelo S3D,Zipp 404,3083.5,2972.5,3,2,468600,Standard,13,3052,2964,3,2,149200,15,3052.186594301514,2970.9125745626034
Giant TCR,Zipp 404,3091.5,2945.5,3,3,745500,Standard,14,3052,2964,3,2,149200,15,3059.482890597812,2943.9125745626015
Spec Allez Spr,Zipp 404,3083,2953,3,3,127800,Standard,14,3052,2964,3,2,149200,15,3049.813137511395,2951.4125745625993
Cervelo P5,Zipp 404,2991,3003.5,4,1,710000,TT,15,3052,2964,3,2,149200,15,2945.538446153403,3001.912574562572
Bridgestn SR9s,Zipp 404,3093,2937.5,2,4,511200,Standard,15,3052,2964,3,2,149200,15,3058.717458499052,2935.9125745625965
Moots Vamoots,Zipp 404,3094.5,2975,2,2,852000,Standard,15,3052,2964,3,2,149200,15,3063.9612856595368,2973.4125745626047
Mosaic RT-1d,Zipp 404,3094.5,2975,2,2,852000,Standard,15,3052,2964,3,2,149200,15,3063.9612856595368,2973.4125745626047
Ventum One,Zipp 404,2994.5,3035,3,3,638900,Standard,15,3052,2964,3,2,149200,15,2949.3995572645117,3033.4125745625743
Chapter2 Rere,Zipp 404,3088,2963,3,3,355000,Standard,16,3052,2964,3,2,149200,15,3056.4798041780573,2961.4125745626034
Parlee ESX,Zipp 404,3091.5,2959.5,3,3,603500,Standard,16,3052,2964,3,2,149200,15,3060.43350788176,2957.9125745626043
Quintana Roo V-PR,Zipp 404,2998,3010,4,1,638600,TT,16,3052,2964,3,2,149200,15,2954.3625202274725,3008.412574562576
Scott Foil,Zipp 404,3088,2952.5,3,3,781000,Standard,17,3052,2964,3,2,149200,15,3055.7668412150965,2950.9125745626015
Scott Plasma,Zipp 404,2998,3003,4,1,852000,TT,17,3052,2964,3,2,149200,15,2953.887211585499,3001.4125745625747
Chapter2 Toa,Zipp 404,3080,2943,3,3,426000,Standard,18,3052,2964,3,2,149200,15,3045.5415325731274,2941.412574562596
Colnago V3RS,Zipp 404,3094,2951.5,2,3,695800,Standard,18,3052,2964,3,2,149200,15,3061.3162239311473,2949.9125745626
Spec Venge,Zipp 404,3080,2963,3,3,461500,Standard,18,3052,2964,3,2,149200,15,3046.8995572644812,2961.4125745625997
Specialized Shiv Disc,Zipp 404,2986,3011,4,1,994000,TT,18,3052,2964,3,2,149200,15,2940.060051091676,3009.412574562571
BMC SLR01,Zipp 404,3093.5,2947,2,3,376200,Standard,19,3052,2964,3,2,149200,15,3060.411902943494,2945.412574562599
Canyon Ult CFR,Zipp 404,3092,2935,2,4,639000,Standard,19,3052,2964,3,2,149200,15,3057.3501745484364,2933.4125745625956
Uran Nuclear,Zipp 404,3077,2949,3,3,184500,Standard,19,3052,2964,3,2,149200,15,3042.356347387942,2947.412574562596
Felt FR,Zipp 404,3090,2940,3,3,851900,Standard,20,3052,2964,3,2,149200,15,3057.313137511394,2938.4125745626
Trek Madone,Zipp 404,3079,2952,3,3,887500,Standard,20,3052,2964,3,2,149200,15,3044.955112820039,2950.4125745625975
Canyon Speedmax,Zipp 404,2998,3012.5,4,1,710000,TT,21,3052,2964,3,2,149200,15,2954.532273313892,3010.9125745625765
BMC Road,Zipp 404,3094.5,2964,2,3,780900,Standard,21,3052,2964,3,2,149200,15,3062.763754795342,2962.4125745626025
Giant Propel,Zipp 404,3081.5,2954.5,3,3,816500,Standard,22,3052,2964,3,2,149200,15,3048.1186930669514,2952.912574562599
Liv Langma Disc,Zipp 404,3089.5,2945,3,3,745500,Standard,22,3052,2964,3,2,149200,15,3057.0538782521344,2943.4125745626006
Canyon Aero,Zipp 404,3081.5,2960,3,3,532500,Standard,23,3052,2964,3,2,149200,15,3048.492149857074,2958.4125745625997
BMC Time Machine,Zipp 404,2998,3012,4,1,781000,TT,24,3052,2964,3,2,149200,15,2954.498322696608,3010.4125745625765
Cervelo R5,Zipp 404,3093.5,2941.5,2,4,461500,Standard,24,3052,2964,3,2,149200,15,3059.587828869422,2939.9125745625975
Pin Dogma 65.1,Zipp 404,3091.5,2972,4,1,923000,TT,25,3052,2964,3,2,149200,15,3063.75140911632,2970.412574562611
Cervelo S5,Zipp 404,3079,2950,3,3,603500,Standard,25,3052,2964,3,2,149200,15,3044.819310350904,2948.412574562597
Canyon Speedmax CF SLX,Zipp 404,2981,3009,4,1,891000,TT,26,3052,2964,3,2,149200,15,2933.9365943015555,3007.4125745625684
BMC TeamMach,Zipp 404,3089.5,2942.5,3,3,832900,Standard,26,3052,2964,3,2,149200,15,3056.884125165715,2940.9125745626
Trek Emonda SL,Zipp 404,3094,2943,2,3,142000,Standard,26,3052,2964,3,2,149200,15,3060.739063437322,2941.4125745625984
Cann SystemSix,Zipp 404,3080,2964.5,3,3,497000,Standard,27,3052,2964,3,2,149200,15,3047.001409116333,2962.9125745626
Cervelo S5 2020,Zipp 404,3077,2949,3,3,852000,Standard,27,3052,2964,3,2,149200,15,3042.356347387942,2947.412574562596
Cube Aerium,Zipp 404,2998.5,3010.5,4,1,248500,TT,28,3052,2964,3,2,149200,15,2954.995236276855,3008.912574562576
Parlee RZ7,Zipp 404,3086,2961,3,3,511200,Standard,28,3052,2964,3,2,149200,15,3053.948939980528,2959.4125745626025
Pin Dogma F10,Zipp 404,3086,2952.5,3,2,603500,Standard,29,3052,2964,3,2,149200,15,3053.8223967706526,2950.912574562601
Pinarello Bolide,Zipp 404,2999,3020,3,3,958500,Standard,29,3052,2964,3,2,149200,15,2953.7699276348826,3018.412574562574
Spec Amira,Zipp 404,3093.5,2946,2,3,142000,Standard,31,3052,2964,3,2,149200,15,3060.3440017089265,2944.412574562599
Spec Amira S-Works,Zipp 404,3093.5,2940,2,4,355000,Standard,31,3052,2964,3,2,149200,15,3059.4859770175703,2938.412574562597
Zwift Aero,Zipp 404,3085,2968,4,1,482800,TT,31,3052,2964,3,2,149200,15,3055.6958535607682,2966.4125745626075
Cube Lite,Zipp 404,3094,2942,2,3,177500,Standard,32,3052,2964,3,2,149200,15,3060.671162202754,2940.4125745625984
Cube Lite C:68X,Zipp 404,3093,2936,2,4,373500,Standard,32,3052,2964,3,2,149200,15,3058.615606647201,2934.4125745625965
Pin Dogma F12,Zipp 404,3083,2949,3,4,1029500,Standard,32,3052,2964,3,2,149200,15,3049.090915289174,2947.4125745625984
Trek Speed Concept SLR 9,Zipp 404,2985.5,3042,4,1,958500,TT,32,3052,2964,3,2,149200,15,2941.5662239311764,3040.412574562576
Scott Plasma RC Ultimate,Zipp 404,2983,3001,4,1,1136000,TT,33,3052,2964,3,2,149200,15,2935.788446153408,2999.412574562568
Scott Addict RC,Zipp 404,3082.5,2935,3,4,852000,Standard,33,3052,2964,3,2,149200,15,3047.541532573128,2933.412574562595
Spec Venge S-Works,Zipp 404,3077,2946,3,3,798800,Standard,33,3052,2964,3,2,149200,15,3042.152643684239,2944.4125745625956
Felt IA 2.0,Zipp 404,2983,3001,4,1,1136000,TT,34,3052,2964,3,2,149200,15,2935.788446153408,2999.412574562568
Felt AR,Zipp 404,3077,2946,3,3,639000,Standard,34,3052,2964,3,2,149200,15,3042.152643684239,2944.4125745625956
Spec Aethos,Zipp 404,3093,2930,2,4,923000,Standard,34,3052,2964,3,2,149200,15,3058.2081992397943,2928.412574562595
Diamondback Andean,Zipp 404,2998,3007.5,4,1,572900,TT,35,3052,2964,3,2,149200,15,2954.1927671410535,3005.9125745625756
Cann SuperSix EVO,Zipp 404,3090,2940,3,4,816500,Standard,36,3052,2964,3,2,149200,15,3056.862520227444,2938.4125745625997
Felt IA,Zipp 404,2984,3009.5,4,1,1065000,TT,37,3052,2964,3,2,149200,15,2937.563137511431,3007.9125745625697
Pin Dogma F8,Zipp 404,3091,2955,3,3,710000,Standard,39,3052,2964,3,2,149200,15,3059.5291868941063,2953.4125745626034
Zwift Buffalo,Zipp 404,3106,3065.5,1,1,9500,Standard,40,3052,2964,3,2,149200,15,3082.760668375566,3063.9125745626234
CADEX Tri,Zipp 404,2976.5,3006.5,4,1,1029500,TT,42,3052,2964,3,2,149200,15,2928.37795232625,3004.9125745625656
Zwift Safety,Zipp 404,3097,3006.5,2,2,3550000,Standard,44,3052,2964,3,2,149200,15,3069.094001708912,3004.912574562612
Cervelo PX-Series,Zipp 404,2984.5,3010,4,1,1065000,TT,45,3052,2964,3,2,149200,15,2938.195853560813,3008.4125745625697
Zwift TT,Zipp 404,3016,3027,4,1,0,TT,0,3052,2964,3,2,149200,15,2977.0723967706695,3025.412574562587
Pinarello Bolide TT,Mavic Cosmic CXR60c,2999,3021,3,3,0,Standard,0,3063.5,2976.5,3,1,142000,16,2966.0479334245542,3034.4166823869987
Spec Tarmac,Mavic Cosmic CXR60c,3093.5,2941,2,4,0,Standard,0,3063.5,2976.5,3,1,142000,16,3071.7639828072415,2954.416682387022
Trek Emonda,Mavic Cosmic CXR60c,3093.5,2938,2,4,0,Standard,0,3063.5,2976.5,3,1,142000,16,3071.5602791035385,2951.416682387021
Zwift Carbon,Mavic Cosmic CXR60c,3096,2987,2,3,0,Standard,0,3063.5,2976.5,3,1,142000,16,3078.3318840417983,3000.416682387032
Cann CAAD12,Mavic Cosmic CXR60c,3095,2970.5,2,2,184500,Standard,2,3063.5,2976.5,3,1,142000,16,3076.464600091184,2983.9166823870287
Rid Helium,Mavic Cosmic CXR60c,3094,2958,2,3,461500,Standard,3,3063.5,2976.5,3,1,142000,16,3073.967686510941,2971.4166823870255
Spec Allez,Mavic Cosmic CXR60c,3094.5,2973.5,2,2,127800,Standard,4,3063.5,2976.5,3,1,142000,16,3076.069538362789,2986.916682387029
Spec Roub,Mavic Cosmic CXR60c,3094,2955,2,3,461500,Standard,5,3063.5,2976.5,3,1,142000,16,3073.763982807238,2968.416682387025
Spec Roub S-Works,Mavic Cosmic CXR60c,3093,2946.5,2,3,745500,Standard,5,3063.5,2976.5,3,1,142000,16,3071.989291449215,2959.9166823870232
Spec Ruby,Mavic Cosmic CXR60c,3094,2955,2,3,461500,Standard,5,3063.5,2976.5,3,1,142000,16,3073.763982807238,2968.416682387025
Spec Ruby S-Works,Mavic Cosmic CXR60c,3093.5,2946.5,2,3,745500,Standard,5,3063.5,2976.5,3,1,142000,16,3072.588056881314,2959.9166823870232
Spec Tarmac SL7,Mavic Cosmic CXR60c,3090,2958,3,3,674500,Standard,5,3063.5,2976.5,3,1,142000,16,3070.7454642887164,2971.416682387028
Chapter2 Tere,Mavic Cosmic CXR60c,3093.5,2941.5,2,4,390500,Standard,6,3063.5,2976.5,3,1,142000,16,3071.7979334245256,2954.916682387022
Ribble End,Mavic Cosmic CXR60c,3087,2966,3,3,390500,Standard,7,3063.5,2976.5,3,1,142000,16,3067.6960815726666,2979.4166823870282
Zwift Steel,Mavic Cosmic CXR60c,3099.5,2995.5,1,2,142000,Standard,7,3063.5,2976.5,3,1,142000,16,3081.9831186096994,3008.9166823870314
Factor One,Mavic Cosmic CXR60c,3084.5,2966,3,3,426000,Standard,8,3063.5,2976.5,3,1,142000,16,3064.702254412174,2979.416682387027
Focus Izalco,Mavic Cosmic CXR60c,3082.5,2950,3,3,426000,Standard,8,3063.5,2976.5,3,1,142000,16,3061.220772930697,2963.416682387023
Giant TCR Disc,Mavic Cosmic CXR60c,3091,2959,2,3,305300,Standard,8,3063.5,2976.5,3,1,142000,16,3070.4429951529173,2972.4166823870246
Cann EVO,Mavic Cosmic CXR60c,3093,2934.5,2,4,213000,Standard,9,3063.5,2976.5,3,1,142000,16,3070.7238593504526,2947.9166823870205
Rid Noah Fast,Mavic Cosmic CXR60c,3083.5,2964.5,3,3,426000,Standard,9,3063.5,2976.5,3,1,142000,16,3063.402871696126,2977.916682387026
Canyon Aero 2021,Mavic Cosmic CXR60c,3079,2941,3,3,568000,Standard,10,3063.5,2976.5,3,1,142000,16,3056.4183037948983,2954.41668238702
Canyon Ult,Mavic Cosmic CXR60c,3093,2940,2,4,461500,Standard,10,3063.5,2976.5,3,1,142000,16,3071.097316140575,2953.4166823870214
Specialized Shiv,Mavic Cosmic CXR60c,2998,3011,4,1,710000,TT,10,3063.5,2976.5,3,1,142000,16,2966.6405260171437,3024.416682387001
Specialized Shiv S-Works,Mavic Cosmic CXR60c,2998,3002,4,1,852000,TT,10,3063.5,2976.5,3,1,142000,16,2966.0294149060346,3015.416682386999
Spec Tarmac Pro,Mavic Cosmic CXR60c,3093,2936,2,4,408300,Standard,11,3063.5,2976.5,3,1,142000,16,3070.8257112023043,2949.416682387021
Cann Synapse,Mavic Cosmic CXR60c,3093.5,2951,2,3,298200,Standard,12,3063.5,2976.5,3,1,142000,16,3072.893612436869,2964.416682387024
Van Rysel EDR,Mavic Cosmic CXR60c,3094.5,2960,2,3,326600,Standard,12,3063.5,2976.5,3,1,142000,16,3074.7022544121746,2973.416682387026
Cervelo S3D,Mavic Cosmic CXR60c,3083.5,2972.5,3,2,468600,Standard,13,3063.5,2976.5,3,1,142000,16,3064.3966988566176,2985.916682387028
Giant TCR,Mavic Cosmic CXR60c,3091.5,2945.5,3,3,745500,Standard,14,3063.5,2976.5,3,1,142000,16,3071.6929951529155,2958.916682387026
Spec Allez Spr,Mavic Cosmic CXR60c,3083,2953,3,3,127800,Standard,14,3063.5,2976.5,3,1,142000,16,3062.0232420664984,2966.4166823870237
Cervelo P5,Mavic Cosmic CXR60c,2991,3003.5,4,1,710000,TT,15,3063.5,2976.5,3,1,142000,16,2957.7485507085066,3016.9166823869964
Bridgestn SR9s,Mavic Cosmic CXR60c,3093,2937.5,2,4,511200,Standard,15,3063.5,2976.5,3,1,142000,16,3070.9275630541556,2950.916682387021
Moots Vamoots,Mavic Cosmic CXR60c,3094.5,2975,2,2,852000,Standard,15,3063.5,2976.5,3,1,142000,16,3076.1713902146403,2988.416682387029
Mosaic RT-1d,Mavic Cosmic CXR60c,3094.5,2975,2,2,852000,Standard,15,3063.5,2976.5,3,1,142000,16,3076.1713902146403,2988.416682387029
Ventum One,Mavic Cosmic CXR60c,2994.5,3035,3,3,638900,Standard,15,3063.5,2976.5,3,1,142000,16,2961.609661819615,3048.4166823869987
Chapter2 Rere,Mavic Cosmic CXR60c,3088,2963,3,3,355000,Standard,16,3063.5,2976.5,3,1,142000,16,3068.689908733161,2976.416682387028
Parlee ESX,Mavic Cosmic CXR60c,3091.5,2959.5,3,3,603500,Standard,16,3063.5,2976.5,3,1,142000,16,3072.6436124368634,2972.9166823870287
Quintana Roo V-PR,Mavic Cosmic CXR60c,2998,3010,4,1,638600,TT,16,3063.5,2976.5,3,1,142000,16,2966.572624782576,3023.4166823870005
Scott Foil,Mavic Cosmic CXR60c,3088,2952.5,3,3,781000,Standard,17,3063.5,2976.5,3,1,142000,16,3067.9769457702,2965.916682387026
Scott Plasma,Mavic Cosmic CXR60c,2998,3003,4,1,852000,TT,17,3063.5,2976.5,3,1,142000,16,2966.0973161406023,3016.416682386999
Chapter2 Toa,Mavic Cosmic CXR60c,3080,2943,3,3,426000,Standard,18,3063.5,2976.5,3,1,142000,16,3057.751637128231,2956.4166823870205
Colnago V3RS,Mavic Cosmic CXR60c,3094,2951.5,2,3,695800,Standard,18,3063.5,2976.5,3,1,142000,16,3073.526328486251,2964.9166823870246
Spec Venge,Mavic Cosmic CXR60c,3080,2963,3,3,461500,Standard,18,3063.5,2976.5,3,1,142000,16,3059.1096618195847,2976.416682387024
Specialized Shiv Disc,Mavic Cosmic CXR60c,2986,3011,4,1,994000,TT,18,3063.5,2976.5,3,1,142000,16,2952.2701556467796,3024.4166823869955
BMC SLR01,Mavic Cosmic CXR60c,3093.5,2947,2,3,376200,Standard,19,3063.5,2976.5,3,1,142000,16,3072.6220074985977,2960.4166823870232
Canyon Ult CFR,Mavic Cosmic CXR60c,3092,2935,2,4,639000,Standard,19,3063.5,2976.5,3,1,142000,16,3069.56027910354,2948.41668238702
Uran Nuclear,Mavic Cosmic CXR60c,3077,2949,3,3,184500,Standard,19,3063.5,2976.5,3,1,142000,16,3054.5664519430456,2962.4166823870205
